record_id,region,region_cost_index,budget_level,food_category,meal_price_lkr,daily_food_price_lkr,data_origin
15983,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2796.6,8389.79,reference-derived scenario
15984,Upcountry / Central Highlands,1.08,HIGH,High-end seafood,8100.18,24300.55,reference-derived scenario
15985,North Western Province,1.03,LOW,Local cafe,799.22,2397.67,reference-derived scenario
15986,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3243.91,9731.74,reference-derived scenario
15987,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,786.32,2358.97,reference-derived scenario
15988,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2320.85,6962.55,reference-derived scenario
15989,Southern Province,1.2,LOW,Local rice & curry,645.47,1936.41,reference-derived scenario
15990,Northern Province,1.0,LOW,Local cafe,811.95,2435.84,reference-derived scenario
15991,Upcountry / Central Highlands,1.08,LOW,Street food,453.87,1361.62,reference-derived scenario
15992,Northern Province,1.0,MID,Local restaurant,1265.79,3797.37,reference-derived scenario
15993,Uva Province,1.02,LOW,Local rice & curry,559.49,1678.47,reference-derived scenario
15994,Eastern Province,1.02,LOW,Local cafe,935.57,2806.72,reference-derived scenario
15995,Upcountry / Central Highlands,1.08,LOW,Local cafe,1244.13,3732.4,reference-derived scenario
15996,Northern Province,1.0,LOW,Local cafe,807.44,2422.31,reference-derived scenario
15997,Eastern Province,1.02,HIGH,Luxury hotel dining,7642.95,22928.85,reference-derived scenario
15998,Western Province,1.18,MID,Local restaurant,1696.54,5089.63,reference-derived scenario
15999,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2518.87,7556.62,reference-derived scenario
16000,Eastern Province,1.02,HIGH,Luxury hotel dining,7879.57,23638.7,reference-derived scenario
16001,North Western Province,1.03,MID,Hotel buffet / restaurant,2626.4,7879.21,reference-derived scenario
16002,Sabaragamuwa Province,1.0,LOW,Local rice & curry,588.09,1764.28,reference-derived scenario
16003,North Western Province,1.03,LOW,Local rice & curry,629.61,1888.83,reference-derived scenario
16004,North Western Province,1.03,HIGH,Premium restaurant,4379.63,13138.9,reference-derived scenario
16005,Southern Province,1.2,LOW,Street food,460.8,1382.41,reference-derived scenario
16006,North Western Province,1.03,LOW,Street food,324.41,973.23,reference-derived scenario
16007,Uva Province,1.02,LOW,Local rice & curry,527.25,1581.75,reference-derived scenario
16008,Eastern Province,1.02,LOW,Local rice & curry,543.66,1630.97,reference-derived scenario
16009,Northern Province,1.0,HIGH,Luxury hotel dining,10333.63,31000.9,reference-derived scenario
16010,Eastern Province,1.02,MID,Hotel buffet / restaurant,2966.14,8898.43,reference-derived scenario
16011,Southern Province,1.2,MID,Hotel buffet / restaurant,3942.9,11828.69,reference-derived scenario
16012,Eastern Province,1.02,MID,Tourist restaurant,1949.0,5847.01,reference-derived scenario
16013,Uva Province,1.02,LOW,Local cafe,968.64,2905.92,reference-derived scenario
16014,Western Province,1.18,LOW,Street food,420.62,1261.87,reference-derived scenario
16015,Uva Province,1.02,MID,Local restaurant,1051.51,3154.52,reference-derived scenario
16016,Western Province,1.18,MID,Local restaurant,1534.79,4604.36,reference-derived scenario
16017,Eastern Province,1.02,MID,Tourist restaurant,1962.58,5887.73,reference-derived scenario
16018,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,2670.13,8010.39,reference-derived scenario
16019,Southern Province,1.2,HIGH,Luxury hotel dining,11672.01,35016.02,reference-derived scenario
16020,Western Province,1.18,LOW,Local rice & curry,929.21,2787.63,reference-derived scenario
16021,Eastern Province,1.02,MID,Tourist restaurant,2842.51,8527.54,reference-derived scenario
16022,North Western Province,1.03,LOW,Local rice & curry,804.06,2412.18,reference-derived scenario
16023,Eastern Province,1.02,LOW,Street food,332.27,996.82,reference-derived scenario
16024,Northern Province,1.0,HIGH,Luxury hotel dining,8312.32,24936.95,reference-derived scenario
16025,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3403.96,10211.87,reference-derived scenario
16026,Sabaragamuwa Province,1.0,LOW,Street food,288.22,864.65,reference-derived scenario
16027,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,564.11,1692.33,reference-derived scenario
16028,Uva Province,1.02,HIGH,Premium restaurant,4873.74,14621.22,reference-derived scenario
16029,Upcountry / Central Highlands,1.08,MID,Local restaurant,1582.68,4748.03,reference-derived scenario
16030,North Western Province,1.03,MID,Local restaurant,1351.49,4054.47,reference-derived scenario
16031,North Western Province,1.03,MID,Local restaurant,1460.88,4382.65,reference-derived scenario
16032,North Western Province,1.03,MID,Tourist restaurant,2683.89,8051.66,reference-derived scenario
16033,Southern Province,1.2,MID,Hotel buffet / restaurant,2667.24,8001.73,reference-derived scenario
16034,Uva Province,1.02,MID,Local restaurant,1317.15,3951.44,reference-derived scenario
16035,North Western Province,1.03,MID,Hotel buffet / restaurant,2528.15,7584.45,reference-derived scenario
16036,Uva Province,1.02,MID,Hotel buffet / restaurant,2878.51,8635.52,reference-derived scenario
16037,Eastern Province,1.02,LOW,Local rice & curry,741.39,2224.17,reference-derived scenario
16038,Southern Province,1.2,MID,Tourist restaurant,2661.05,7983.15,reference-derived scenario
16039,Northern Province,1.0,LOW,Local rice & curry,667.74,2003.22,reference-derived scenario
16040,Western Province,1.18,LOW,Local rice & curry,709.02,2127.07,reference-derived scenario
16041,Southern Province,1.2,LOW,Local cafe,1296.91,3890.72,reference-derived scenario
16042,Eastern Province,1.02,HIGH,Premium restaurant,4110.12,12330.35,reference-derived scenario
16043,Western Province,1.18,MID,Local restaurant,1340.83,4022.5,reference-derived scenario
16044,Uva Province,1.02,MID,Hotel buffet / restaurant,3397.07,10191.22,reference-derived scenario
16045,Western Province,1.18,MID,Tourist restaurant,3220.77,9662.3,reference-derived scenario
16046,Southern Province,1.2,MID,Local restaurant,1218.91,3656.74,reference-derived scenario
16047,Western Province,1.18,HIGH,Luxury hotel dining,9845.0,29535.01,reference-derived scenario
16048,Southern Province,1.2,LOW,Local cafe,1372.83,4118.49,reference-derived scenario
16049,Uva Province,1.02,MID,Local restaurant,1547.52,4642.56,reference-derived scenario
16050,Southern Province,1.2,MID,Hotel buffet / restaurant,3090.51,9271.52,reference-derived scenario
16051,Eastern Province,1.02,LOW,Street food,331.99,995.97,reference-derived scenario
16052,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3124.05,9372.16,reference-derived scenario
16053,Sabaragamuwa Province,1.0,LOW,Local cafe,912.29,2736.87,reference-derived scenario
16054,Western Province,1.18,MID,Local restaurant,1518.86,4556.59,reference-derived scenario
16055,Western Province,1.18,LOW,Local cafe,995.91,2987.73,reference-derived scenario
16056,Western Province,1.18,HIGH,Premium restaurant,6195.87,18587.61,reference-derived scenario
16057,Southern Province,1.2,LOW,Local rice & curry,965.03,2895.09,reference-derived scenario
16058,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3275.18,9825.55,reference-derived scenario
16059,Eastern Province,1.02,MID,Hotel buffet / restaurant,3285.88,9857.65,reference-derived scenario
16060,Eastern Province,1.02,HIGH,High-end seafood,7070.82,21212.45,reference-derived scenario
16061,Uva Province,1.02,MID,Hotel buffet / restaurant,2823.96,8471.89,reference-derived scenario
16062,Western Province,1.18,LOW,Local rice & curry,865.63,2596.9,reference-derived scenario
16063,Eastern Province,1.02,LOW,Local cafe,1065.76,3197.28,reference-derived scenario
16064,Eastern Province,1.02,LOW,Local rice & curry,761.59,2284.76,reference-derived scenario
16065,Uva Province,1.02,LOW,Local rice & curry,538.9,1616.7,reference-derived scenario
16066,Eastern Province,1.02,LOW,Local cafe,1125.18,3375.54,reference-derived scenario
16067,Southern Province,1.2,HIGH,Luxury hotel dining,9054.07,27162.2,reference-derived scenario
16068,Northern Province,1.0,MID,Local restaurant,982.6,2947.79,reference-derived scenario
16069,Sabaragamuwa Province,1.0,LOW,Local cafe,1073.25,3219.75,reference-derived scenario
16070,Uva Province,1.02,LOW,Local cafe,1087.88,3263.65,reference-derived scenario
16071,Southern Province,1.2,HIGH,Luxury hotel dining,13396.32,40188.96,reference-derived scenario
16072,Northern Province,1.0,LOW,Street food,424.22,1272.65,reference-derived scenario
16073,Eastern Province,1.02,MID,Hotel buffet / restaurant,2264.43,6793.28,reference-derived scenario
16074,Eastern Province,1.02,LOW,Local cafe,857.05,2571.15,reference-derived scenario
16075,Sabaragamuwa Province,1.0,HIGH,High-end seafood,7986.47,23959.42,reference-derived scenario
16076,Northern Province,1.0,HIGH,Premium restaurant,4363.03,13089.1,reference-derived scenario
16077,Uva Province,1.02,LOW,Street food,438.12,1314.35,reference-derived scenario
16078,Western Province,1.18,MID,Tourist restaurant,2884.24,8652.73,reference-derived scenario
16079,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,734.03,2202.1,reference-derived scenario
16080,North Western Province,1.03,LOW,Street food,374.4,1123.19,reference-derived scenario
16081,Eastern Province,1.02,MID,Tourist restaurant,2057.04,6171.11,reference-derived scenario
16082,Southern Province,1.2,MID,Tourist restaurant,3358.62,10075.85,reference-derived scenario
16083,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2740.52,8221.55,reference-derived scenario
16084,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,821.84,2465.53,reference-derived scenario
16085,Eastern Province,1.02,MID,Local restaurant,1045.95,3137.84,reference-derived scenario
16086,Southern Province,1.2,LOW,Street food,526.63,1579.9,reference-derived scenario
16087,Eastern Province,1.02,LOW,Local cafe,1023.08,3069.24,reference-derived scenario
16088,Eastern Province,1.02,LOW,Local rice & curry,768.55,2305.65,reference-derived scenario
16089,Eastern Province,1.02,LOW,Local cafe,942.78,2828.35,reference-derived scenario
16090,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,832.13,2496.38,reference-derived scenario
16091,Cultural Triangle / North Central,1.05,LOW,Street food,458.17,1374.52,reference-derived scenario
16092,Western Province,1.18,MID,Tourist restaurant,2134.84,6404.52,reference-derived scenario
16093,North Western Province,1.03,LOW,Local rice & curry,752.58,2257.74,reference-derived scenario
16094,North Western Province,1.03,HIGH,Luxury hotel dining,11778.84,35336.53,reference-derived scenario
16095,Uva Province,1.02,LOW,Local rice & curry,755.91,2267.72,reference-derived scenario
16096,Northern Province,1.0,LOW,Street food,317.35,952.06,reference-derived scenario
16097,Uva Province,1.02,LOW,Local cafe,923.8,2771.41,reference-derived scenario
16098,Northern Province,1.0,MID,Local restaurant,1143.67,3431.01,reference-derived scenario
16099,Eastern Province,1.02,MID,Tourist restaurant,2900.61,8701.82,reference-derived scenario
16100,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3110.66,9331.97,reference-derived scenario
16101,Eastern Province,1.02,MID,Tourist restaurant,2881.25,8643.76,reference-derived scenario
16102,Southern Province,1.2,LOW,Local rice & curry,824.78,2474.33,reference-derived scenario
16103,Northern Province,1.0,MID,Tourist restaurant,2000.71,6002.13,reference-derived scenario
16104,Upcountry / Central Highlands,1.08,LOW,Local cafe,1126.02,3378.05,reference-derived scenario
16105,Sabaragamuwa Province,1.0,LOW,Local cafe,710.03,2130.1,reference-derived scenario
16106,Cultural Triangle / North Central,1.05,LOW,Local cafe,996.23,2988.68,reference-derived scenario
16107,Uva Province,1.02,MID,Local restaurant,1361.09,4083.27,reference-derived scenario
16108,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2430.39,7291.17,reference-derived scenario
16109,Southern Province,1.2,LOW,Local rice & curry,822.81,2468.42,reference-derived scenario
16110,Sabaragamuwa Province,1.0,LOW,Street food,431.05,1293.16,reference-derived scenario
16111,Northern Province,1.0,LOW,Street food,355.95,1067.84,reference-derived scenario
16112,North Western Province,1.03,MID,Tourist restaurant,2393.88,7181.63,reference-derived scenario
16113,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3346.34,10039.01,reference-derived scenario
16114,Western Province,1.18,LOW,Local rice & curry,938.04,2814.11,reference-derived scenario
16115,North Western Province,1.03,LOW,Local rice & curry,603.92,1811.76,reference-derived scenario
16116,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,733.99,2201.97,reference-derived scenario
16117,Southern Province,1.2,LOW,Local rice & curry,934.25,2802.74,reference-derived scenario
16118,Western Province,1.18,MID,Local restaurant,1301.65,3904.94,reference-derived scenario
16119,North Western Province,1.03,LOW,Local cafe,862.13,2586.38,reference-derived scenario
16120,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2426.73,7280.18,reference-derived scenario
16121,Western Province,1.18,MID,Tourist restaurant,3464.43,10393.29,reference-derived scenario
16122,Northern Province,1.0,MID,Local restaurant,1080.03,3240.1,reference-derived scenario
16123,Sabaragamuwa Province,1.0,LOW,Local rice & curry,707.85,2123.56,reference-derived scenario
16124,Cultural Triangle / North Central,1.05,LOW,Street food,351.98,1055.95,reference-derived scenario
16125,Southern Province,1.2,MID,Local restaurant,1126.86,3380.58,reference-derived scenario
16126,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3170.92,9512.77,reference-derived scenario
16127,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2877.85,8633.55,reference-derived scenario
16128,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,8668.49,26005.47,reference-derived scenario
16129,Upcountry / Central Highlands,1.08,LOW,Local cafe,823.97,2471.92,reference-derived scenario
16130,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5734.69,17204.07,reference-derived scenario
16131,Western Province,1.18,MID,Hotel buffet / restaurant,3715.25,11145.76,reference-derived scenario
16132,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,7213.77,21641.31,reference-derived scenario
16133,Upcountry / Central Highlands,1.08,MID,Local restaurant,1421.89,4265.66,reference-derived scenario
16134,North Western Province,1.03,MID,Hotel buffet / restaurant,3601.04,10803.13,reference-derived scenario
16135,Northern Province,1.0,MID,Hotel buffet / restaurant,2369.02,7107.06,reference-derived scenario
16136,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,10770.16,32310.49,reference-derived scenario
16137,Northern Province,1.0,LOW,Local cafe,1053.86,3161.59,reference-derived scenario
16138,Eastern Province,1.02,MID,Hotel buffet / restaurant,3031.73,9095.18,reference-derived scenario
16139,Eastern Province,1.02,MID,Hotel buffet / restaurant,2962.76,8888.29,reference-derived scenario
16140,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5391.78,16175.33,reference-derived scenario
16141,Southern Province,1.2,HIGH,Luxury hotel dining,12831.56,38494.68,reference-derived scenario
16142,Eastern Province,1.02,LOW,Local cafe,1073.78,3221.33,reference-derived scenario
16143,Uva Province,1.02,MID,Hotel buffet / restaurant,3144.1,9432.29,reference-derived scenario
16144,Southern Province,1.2,MID,Local restaurant,1686.91,5060.73,reference-derived scenario
16145,Uva Province,1.02,MID,Tourist restaurant,2372.51,7117.53,reference-derived scenario
16146,Upcountry / Central Highlands,1.08,LOW,Local cafe,934.61,2803.83,reference-derived scenario
16147,Northern Province,1.0,HIGH,Premium restaurant,5596.16,16788.48,reference-derived scenario
16148,Western Province,1.18,HIGH,High-end seafood,9428.15,28284.46,reference-derived scenario
16149,Uva Province,1.02,MID,Tourist restaurant,2927.81,8783.42,reference-derived scenario
16150,Cultural Triangle / North Central,1.05,MID,Local restaurant,1290.46,3871.39,reference-derived scenario
16151,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3042.19,9126.58,reference-derived scenario
16152,Northern Province,1.0,LOW,Street food,278.61,835.82,reference-derived scenario
16153,Uva Province,1.02,HIGH,Luxury hotel dining,7602.37,22807.11,reference-derived scenario
16154,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2164.33,6492.99,reference-derived scenario
16155,Uva Province,1.02,LOW,Street food,298.37,895.12,reference-derived scenario
16156,Northern Province,1.0,MID,Local restaurant,1078.66,3235.99,reference-derived scenario
16157,Sabaragamuwa Province,1.0,LOW,Local rice & curry,669.93,2009.8,reference-derived scenario
16158,Uva Province,1.02,MID,Local restaurant,1388.01,4164.03,reference-derived scenario
16159,Northern Province,1.0,LOW,Street food,327.48,982.45,reference-derived scenario
16160,Uva Province,1.02,MID,Hotel buffet / restaurant,2410.78,7232.35,reference-derived scenario
16161,Sabaragamuwa Province,1.0,LOW,Local rice & curry,599.52,1798.56,reference-derived scenario
16162,Uva Province,1.02,LOW,Local cafe,1125.25,3375.74,reference-derived scenario
16163,Western Province,1.18,LOW,Local cafe,855.73,2567.19,reference-derived scenario
16164,Western Province,1.18,LOW,Local rice & curry,913.85,2741.56,reference-derived scenario
16165,Eastern Province,1.02,MID,Local restaurant,1494.49,4483.48,reference-derived scenario
16166,Uva Province,1.02,MID,Tourist restaurant,2925.23,8775.69,reference-derived scenario
16167,Western Province,1.18,MID,Tourist restaurant,2602.0,7805.99,reference-derived scenario
16168,Cultural Triangle / North Central,1.05,LOW,Street food,463.23,1389.7,reference-derived scenario
16169,Upcountry / Central Highlands,1.08,MID,Local restaurant,1435.67,4307.01,reference-derived scenario
16170,Uva Province,1.02,MID,Tourist restaurant,2331.0,6993.0,reference-derived scenario
16171,Southern Province,1.2,LOW,Street food,519.31,1557.93,reference-derived scenario
16172,Eastern Province,1.02,LOW,Local cafe,1018.06,3054.19,reference-derived scenario
16173,Northern Province,1.0,MID,Hotel buffet / restaurant,3435.93,10307.78,reference-derived scenario
16174,Sabaragamuwa Province,1.0,HIGH,High-end seafood,7440.78,22322.33,reference-derived scenario
16175,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3131.64,9394.91,reference-derived scenario
16176,Northern Province,1.0,MID,Tourist restaurant,2447.18,7341.55,reference-derived scenario
16177,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,7963.66,23890.99,reference-derived scenario
16178,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,4824.66,14473.97,reference-derived scenario
16179,Northern Province,1.0,HIGH,High-end seafood,6051.88,18155.64,reference-derived scenario
16180,Upcountry / Central Highlands,1.08,LOW,Local cafe,1201.32,3603.97,reference-derived scenario
16181,Cultural Triangle / North Central,1.05,LOW,Street food,319.0,956.99,reference-derived scenario
16182,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2697.45,8092.35,reference-derived scenario
16183,Uva Province,1.02,MID,Hotel buffet / restaurant,2928.25,8784.75,reference-derived scenario
16184,North Western Province,1.03,LOW,Street food,348.09,1044.28,reference-derived scenario
16185,Northern Province,1.0,LOW,Local cafe,1127.65,3382.95,reference-derived scenario
16186,Southern Province,1.2,MID,Tourist restaurant,2867.63,8602.88,reference-derived scenario
16187,North Western Province,1.03,MID,Local restaurant,1336.17,4008.52,reference-derived scenario
16188,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2365.79,7097.36,reference-derived scenario
16189,Southern Province,1.2,HIGH,High-end seafood,7606.83,22820.5,reference-derived scenario
16190,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,8583.26,25749.77,reference-derived scenario
16191,Uva Province,1.02,HIGH,Premium restaurant,4088.47,12265.42,reference-derived scenario
16192,Northern Province,1.0,LOW,Street food,280.56,841.69,reference-derived scenario
16193,Northern Province,1.0,MID,Tourist restaurant,2511.52,7534.55,reference-derived scenario
16194,Northern Province,1.0,HIGH,Luxury hotel dining,8710.49,26131.47,reference-derived scenario
16195,Eastern Province,1.02,MID,Hotel buffet / restaurant,3423.53,10270.58,reference-derived scenario
16196,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2744.08,8232.25,reference-derived scenario
16197,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2892.79,8678.37,reference-derived scenario
16198,North Western Province,1.03,LOW,Local rice & curry,854.8,2564.41,reference-derived scenario
16199,Southern Province,1.2,HIGH,Luxury hotel dining,8775.32,26325.97,reference-derived scenario
16200,Uva Province,1.02,LOW,Local cafe,1077.52,3232.57,reference-derived scenario
16201,Uva Province,1.02,MID,Local restaurant,1110.05,3330.15,reference-derived scenario
16202,Upcountry / Central Highlands,1.08,LOW,Street food,399.15,1197.45,reference-derived scenario
16203,North Western Province,1.03,MID,Hotel buffet / restaurant,3147.44,9442.33,reference-derived scenario
16204,Uva Province,1.02,MID,Hotel buffet / restaurant,2955.47,8866.42,reference-derived scenario
16205,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,11441.23,34323.68,reference-derived scenario
16206,Northern Province,1.0,LOW,Street food,379.41,1138.22,reference-derived scenario
16207,North Western Province,1.03,LOW,Local rice & curry,812.21,2436.63,reference-derived scenario
16208,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3009.63,9028.88,reference-derived scenario
16209,Northern Province,1.0,LOW,Local cafe,1081.92,3245.75,reference-derived scenario
16210,Sabaragamuwa Province,1.0,HIGH,High-end seafood,6291.76,18875.29,reference-derived scenario
16211,Southern Province,1.2,LOW,Local rice & curry,788.27,2364.8,reference-derived scenario
16212,Southern Province,1.2,LOW,Local rice & curry,696.27,2088.8,reference-derived scenario
16213,Northern Province,1.0,LOW,Street food,351.51,1054.52,reference-derived scenario
16214,Uva Province,1.02,HIGH,Luxury hotel dining,9099.34,27298.01,reference-derived scenario
16215,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3579.73,10739.2,reference-derived scenario
16216,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2767.31,8301.94,reference-derived scenario
16217,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3552.23,10656.68,reference-derived scenario
16218,Western Province,1.18,MID,Hotel buffet / restaurant,3420.71,10262.14,reference-derived scenario
16219,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2372.8,7118.39,reference-derived scenario
16220,Western Province,1.18,MID,Tourist restaurant,2294.05,6882.16,reference-derived scenario
16221,Sabaragamuwa Province,1.0,MID,Local restaurant,1436.24,4308.73,reference-derived scenario
16222,Cultural Triangle / North Central,1.05,MID,Local restaurant,1214.82,3644.47,reference-derived scenario
16223,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3000.8,9002.41,reference-derived scenario
16224,Western Province,1.18,MID,Hotel buffet / restaurant,3296.55,9889.65,reference-derived scenario
16225,North Western Province,1.03,MID,Tourist restaurant,2197.3,6591.9,reference-derived scenario
16226,North Western Province,1.03,LOW,Local rice & curry,771.08,2313.23,reference-derived scenario
16227,Sabaragamuwa Province,1.0,LOW,Street food,288.01,864.02,reference-derived scenario
16228,Southern Province,1.2,MID,Hotel buffet / restaurant,2846.91,8540.72,reference-derived scenario
16229,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,4805.57,14416.7,reference-derived scenario
16230,Western Province,1.18,MID,Local restaurant,1583.15,4749.45,reference-derived scenario
16231,Cultural Triangle / North Central,1.05,LOW,Street food,353.84,1061.53,reference-derived scenario
16232,Northern Province,1.0,MID,Tourist restaurant,1851.96,5555.89,reference-derived scenario
16233,Uva Province,1.02,MID,Tourist restaurant,1995.04,5985.12,reference-derived scenario
16234,Uva Province,1.02,MID,Hotel buffet / restaurant,2667.55,8002.65,reference-derived scenario
16235,Uva Province,1.02,HIGH,Luxury hotel dining,8490.03,25470.09,reference-derived scenario
16236,Northern Province,1.0,HIGH,Premium restaurant,4989.68,14969.05,reference-derived scenario
16237,Uva Province,1.02,LOW,Street food,310.01,930.02,reference-derived scenario
16238,Sabaragamuwa Province,1.0,LOW,Local cafe,754.87,2264.61,reference-derived scenario
16239,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,710.58,2131.75,reference-derived scenario
16240,Eastern Province,1.02,HIGH,Premium restaurant,4727.45,14182.35,reference-derived scenario
16241,Western Province,1.18,HIGH,Premium restaurant,5346.46,16039.39,reference-derived scenario
16242,North Western Province,1.03,LOW,Local rice & curry,783.82,2351.47,reference-derived scenario
16243,Southern Province,1.2,HIGH,Premium restaurant,4372.89,13118.68,reference-derived scenario
16244,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3824.06,11472.18,reference-derived scenario
16245,Southern Province,1.2,LOW,Local rice & curry,927.63,2782.9,reference-derived scenario
16246,Sabaragamuwa Province,1.0,LOW,Local cafe,784.21,2352.62,reference-derived scenario
16247,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2294.23,6882.7,reference-derived scenario
16248,North Western Province,1.03,LOW,Street food,390.47,1171.42,reference-derived scenario
16249,Southern Province,1.2,LOW,Street food,440.05,1320.14,reference-derived scenario
16250,Upcountry / Central Highlands,1.08,LOW,Local cafe,1177.71,3533.13,reference-derived scenario
16251,Uva Province,1.02,LOW,Local cafe,932.14,2796.41,reference-derived scenario
16252,Northern Province,1.0,HIGH,Premium restaurant,4532.37,13597.1,reference-derived scenario
16253,Northern Province,1.0,HIGH,Premium restaurant,5162.08,15486.25,reference-derived scenario
16254,Uva Province,1.02,HIGH,Premium restaurant,5685.3,17055.89,reference-derived scenario
16255,Uva Province,1.02,LOW,Local cafe,855.15,2565.45,reference-derived scenario
16256,Western Province,1.18,LOW,Local rice & curry,762.6,2287.79,reference-derived scenario
16257,North Western Province,1.03,LOW,Local cafe,984.77,2954.3,reference-derived scenario
16258,Uva Province,1.02,HIGH,High-end seafood,5830.41,17491.24,reference-derived scenario
16259,Southern Province,1.2,LOW,Local cafe,1311.08,3933.25,reference-derived scenario
16260,Western Province,1.18,MID,Hotel buffet / restaurant,4097.5,12292.51,reference-derived scenario
16261,North Western Province,1.03,LOW,Local cafe,1161.01,3483.03,reference-derived scenario
16262,Northern Province,1.0,HIGH,High-end seafood,5152.09,15456.28,reference-derived scenario
16263,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2704.16,8112.47,reference-derived scenario
16264,Northern Province,1.0,LOW,Local cafe,765.71,2297.13,reference-derived scenario
16265,Southern Province,1.2,LOW,Local cafe,1009.53,3028.6,reference-derived scenario
16266,Sabaragamuwa Province,1.0,HIGH,High-end seafood,7246.87,21740.61,reference-derived scenario
16267,Western Province,1.18,LOW,Local cafe,1339.68,4019.04,reference-derived scenario
16268,Western Province,1.18,MID,Hotel buffet / restaurant,3111.67,9335.02,reference-derived scenario
16269,Uva Province,1.02,LOW,Local rice & curry,546.16,1638.49,reference-derived scenario
16270,Southern Province,1.2,LOW,Street food,492.97,1478.92,reference-derived scenario
16271,Cultural Triangle / North Central,1.05,MID,Local restaurant,1404.34,4213.03,reference-derived scenario
16272,Uva Province,1.02,MID,Tourist restaurant,1850.79,5552.37,reference-derived scenario
16273,Eastern Province,1.02,LOW,Street food,298.35,895.04,reference-derived scenario
16274,Cultural Triangle / North Central,1.05,LOW,Street food,392.75,1178.24,reference-derived scenario
16275,Western Province,1.18,LOW,Street food,392.03,1176.09,reference-derived scenario
16276,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2708.75,8126.26,reference-derived scenario
16277,North Western Province,1.03,HIGH,High-end seafood,6628.67,19886.0,reference-derived scenario
16278,Uva Province,1.02,MID,Tourist restaurant,2845.65,8536.96,reference-derived scenario
16279,Uva Province,1.02,MID,Local restaurant,1320.82,3962.45,reference-derived scenario
16280,Northern Province,1.0,MID,Local restaurant,1002.87,3008.62,reference-derived scenario
16281,Southern Province,1.2,MID,Hotel buffet / restaurant,3534.89,10604.67,reference-derived scenario
16282,Sabaragamuwa Province,1.0,LOW,Street food,288.49,865.46,reference-derived scenario
16283,Sabaragamuwa Province,1.0,LOW,Local cafe,1099.9,3299.69,reference-derived scenario
16284,Western Province,1.18,MID,Local restaurant,1658.85,4976.54,reference-derived scenario
16285,Eastern Province,1.02,MID,Local restaurant,1378.73,4136.2,reference-derived scenario
16286,Southern Province,1.2,LOW,Local cafe,1158.57,3475.71,reference-derived scenario
16287,Southern Province,1.2,MID,Hotel buffet / restaurant,3491.3,10473.9,reference-derived scenario
16288,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,808.46,2425.37,reference-derived scenario
