record_id,region,region_cost_index,budget_level,accommodation_type,travellers,rooms,nightly_price_lkr,data_origin
7083,Southern Province,1.2,HIGH,Private villa,8,4,74142.19,reference-derived scenario
7084,North Western Province,1.03,MID,Budget guesthouse,13,7,6584.18,reference-derived scenario
7085,Northern Province,1.0,MID,Mid-range hotel / 3-star,2,1,16320.52,reference-derived scenario
7086,Uva Province,1.02,HIGH,Luxury resort,13,7,86521.96,reference-derived scenario
7087,Upcountry / Central Highlands,1.08,MID,Budget hotel / 1-2 star,3,2,7635.97,reference-derived scenario
7088,Southern Province,1.2,MID,Budget guesthouse,13,7,6851.12,reference-derived scenario
7089,Eastern Province,1.02,HIGH,Luxury / 4-star hotel,6,3,33347.94,reference-derived scenario
7090,Western Province,1.18,MID,Boutique guesthouse,12,6,27703.22,reference-derived scenario
7091,Southern Province,1.2,MID,Serviced apartment,3,2,19585.35,reference-derived scenario
7092,North Western Province,1.03,LOW,Budget guesthouse,3,2,5370.92,reference-derived scenario
7093,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,11,6,6714.46,reference-derived scenario
7094,Northern Province,1.0,HIGH,Boutique guesthouse,3,2,20172.24,reference-derived scenario
7095,Upcountry / Central Highlands,1.08,LOW,Homestay,10,5,5278.63,reference-derived scenario
7096,North Western Province,1.03,LOW,Homestay,12,6,4120.84,reference-derived scenario
7097,Southern Province,1.2,LOW,Homestay,20,10,6032.95,reference-derived scenario
7098,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,7,4,13499.1,reference-derived scenario
7099,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,8,4,2382.57,reference-derived scenario
7100,North Western Province,1.03,MID,Budget guesthouse,13,7,5262.96,reference-derived scenario
7101,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,6,3,10387.4,reference-derived scenario
7102,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,8,4,5247.43,reference-derived scenario
7103,Northern Province,1.0,LOW,Budget hotel / 1-2 star,2,1,6934.56,reference-derived scenario
7104,North Western Province,1.03,LOW,Budget hotel / 1-2 star,19,10,7276.58,reference-derived scenario
7105,Eastern Province,1.02,MID,Serviced apartment,10,5,18956.28,reference-derived scenario
7106,Southern Province,1.2,HIGH,Luxury resort,16,8,102903.87,reference-derived scenario
7107,Uva Province,1.02,MID,Mid-range hotel / 3-star,15,8,12710.03,reference-derived scenario
7108,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,6,3,8594.17,reference-derived scenario
7109,Eastern Province,1.02,LOW,Homestay,9,5,4540.41,reference-derived scenario
7110,Southern Province,1.2,LOW,Budget guesthouse,5,3,6183.1,reference-derived scenario
7111,Upcountry / Central Highlands,1.08,HIGH,Mid-range villa,16,8,18733.27,reference-derived scenario
7112,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,3,2,8565.55,reference-derived scenario
7113,Eastern Province,1.02,HIGH,Boutique guesthouse,4,2,23048.8,reference-derived scenario
7114,Uva Province,1.02,LOW,Budget guesthouse,7,4,6667.8,reference-derived scenario
7115,Eastern Province,1.02,MID,Mid-range hotel / 3-star,3,2,16778.41,reference-derived scenario
7116,Uva Province,1.02,MID,Budget guesthouse,13,7,5840.16,reference-derived scenario
7117,Northern Province,1.0,HIGH,Luxury / 4-star hotel,1,1,35250.52,reference-derived scenario
7118,Eastern Province,1.02,HIGH,Mid-range hotel / 3-star,16,8,13774.91,reference-derived scenario
7119,Southern Province,1.2,MID,Serviced apartment,13,7,18546.31,reference-derived scenario
7120,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,6,3,8282.82,reference-derived scenario
7121,Northern Province,1.0,MID,Budget guesthouse,6,3,6103.69,reference-derived scenario
7122,Eastern Province,1.02,HIGH,Serviced apartment,9,5,20359.29,reference-derived scenario
7123,Eastern Province,1.02,MID,Hostel / dorm,1,1,2707.03,reference-derived scenario
7124,Northern Province,1.0,MID,Hostel / dorm,11,6,3030.39,reference-derived scenario
7125,North Western Province,1.03,MID,Homestay,19,10,4081.25,reference-derived scenario
7126,Western Province,1.18,MID,Serviced apartment,10,5,18875.17,reference-derived scenario
7127,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,3,2,2155.61,reference-derived scenario
7128,Eastern Province,1.02,MID,Serviced apartment,14,7,15080.83,reference-derived scenario
7129,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,19,10,24677.96,reference-derived scenario
7130,Upcountry / Central Highlands,1.08,MID,Budget hotel / 1-2 star,14,7,9022.41,reference-derived scenario
7131,Western Province,1.18,HIGH,Boutique guesthouse,17,9,29016.56,reference-derived scenario
7132,Uva Province,1.02,LOW,Homestay,9,5,5155.65,reference-derived scenario
7133,Sabaragamuwa Province,1.0,MID,Budget guesthouse,3,2,6467.23,reference-derived scenario
7134,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,3,2,6029.17,reference-derived scenario
7135,Cultural Triangle / North Central,1.05,MID,Serviced apartment,3,2,20493.0,reference-derived scenario
7136,Eastern Province,1.02,HIGH,Mid-range villa,18,9,15398.34,reference-derived scenario
7137,Upcountry / Central Highlands,1.08,MID,Mid-range hotel / 3-star,4,2,15086.52,reference-derived scenario
7138,Western Province,1.18,MID,Serviced apartment,18,9,23122.54,reference-derived scenario
7139,North Western Province,1.03,LOW,Hostel / dorm,12,6,2474.39,reference-derived scenario
7140,Sabaragamuwa Province,1.0,HIGH,Boutique guesthouse,7,4,19512.66,reference-derived scenario
7141,Uva Province,1.02,MID,Mid-range villa,18,9,18330.9,reference-derived scenario
7142,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,13,7,6142.2,reference-derived scenario
7143,Eastern Province,1.02,LOW,Hostel / dorm,8,4,2884.74,reference-derived scenario
7144,North Western Province,1.03,MID,Hostel / dorm,5,3,2331.39,reference-derived scenario
7145,Southern Province,1.2,MID,Hostel / dorm,14,7,2703.22,reference-derived scenario
7146,Southern Province,1.2,LOW,Hostel / dorm,5,3,3557.44,reference-derived scenario
7147,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,1,1,3007.45,reference-derived scenario
7148,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,15,8,6610.64,reference-derived scenario
7149,Uva Province,1.02,MID,Budget hotel / 1-2 star,20,10,9172.42,reference-derived scenario
7150,Northern Province,1.0,LOW,Homestay,20,10,4163.15,reference-derived scenario
7151,Upcountry / Central Highlands,1.08,LOW,Homestay,19,10,5606.12,reference-derived scenario
7152,Western Province,1.18,LOW,Homestay,13,7,5525.45,reference-derived scenario
7153,Northern Province,1.0,LOW,Budget hotel / 1-2 star,20,10,6982.51,reference-derived scenario
7154,Uva Province,1.02,HIGH,Boutique guesthouse,13,7,21430.02,reference-derived scenario
7155,North Western Province,1.03,MID,Serviced apartment,8,4,20931.58,reference-derived scenario
7156,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,11,6,3055.96,reference-derived scenario
7157,Northern Province,1.0,LOW,Budget hotel / 1-2 star,19,10,7842.83,reference-derived scenario
7158,Western Province,1.18,MID,Mid-range hotel / 3-star,9,5,20169.83,reference-derived scenario
7159,Western Province,1.18,MID,Mid-range villa,13,7,22211.97,reference-derived scenario
7160,North Western Province,1.03,HIGH,Mid-range hotel / 3-star,2,1,18542.3,reference-derived scenario
7161,Eastern Province,1.02,HIGH,Serviced apartment,20,10,17454.19,reference-derived scenario
7162,Upcountry / Central Highlands,1.08,MID,Budget guesthouse,19,10,7014.62,reference-derived scenario
7163,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,9,5,2601.99,reference-derived scenario
7164,Uva Province,1.02,MID,Homestay,12,6,4842.47,reference-derived scenario
7165,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,17,9,2444.21,reference-derived scenario
7166,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,13,7,8144.78,reference-derived scenario
7167,Northern Province,1.0,LOW,Hostel / dorm,17,9,2656.73,reference-derived scenario
7168,Upcountry / Central Highlands,1.08,LOW,Homestay,3,2,5725.73,reference-derived scenario
7169,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,16,8,8856.88,reference-derived scenario
7170,North Western Province,1.03,LOW,Homestay,20,10,5022.97,reference-derived scenario
7171,Uva Province,1.02,MID,Homestay,4,2,4214.08,reference-derived scenario
7172,Northern Province,1.0,LOW,Hostel / dorm,2,1,2798.7,reference-derived scenario
7173,Western Province,1.18,MID,Budget guesthouse,17,9,6457.96,reference-derived scenario
7174,Uva Province,1.02,HIGH,Boutique guesthouse,9,5,26447.96,reference-derived scenario
7175,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,1,1,5032.56,reference-derived scenario
7176,Southern Province,1.2,HIGH,Boutique hotel / villa,11,6,62370.62,reference-derived scenario
7177,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,18,9,24731.1,reference-derived scenario
7178,Western Province,1.18,MID,Boutique guesthouse,13,7,22356.31,reference-derived scenario
7179,Uva Province,1.02,LOW,Homestay,7,4,4580.58,reference-derived scenario
7180,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,4,2,2351.73,reference-derived scenario
7181,Southern Province,1.2,LOW,Budget guesthouse,18,9,7901.34,reference-derived scenario
7182,Uva Province,1.02,MID,Hostel / dorm,10,5,2474.37,reference-derived scenario
7183,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,16,8,4700.68,reference-derived scenario
7184,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,20,10,3159.16,reference-derived scenario
7185,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,9,5,5030.96,reference-derived scenario
7186,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,5,3,3092.61,reference-derived scenario
7187,Sabaragamuwa Province,1.0,MID,Homestay,5,3,4351.83,reference-derived scenario
7188,Eastern Province,1.02,MID,Budget hotel / 1-2 star,6,3,7865.94,reference-derived scenario
7189,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,9,5,3167.99,reference-derived scenario
7190,Eastern Province,1.02,MID,Budget guesthouse,1,1,6550.27,reference-derived scenario
7191,Southern Province,1.2,LOW,Budget guesthouse,20,10,7167.83,reference-derived scenario
7192,Western Province,1.18,MID,Homestay,8,4,4524.93,reference-derived scenario
7193,North Western Province,1.03,MID,Hostel / dorm,4,2,3117.22,reference-derived scenario
7194,Sabaragamuwa Province,1.0,MID,Hostel / dorm,9,5,2084.7,reference-derived scenario
7195,Sabaragamuwa Province,1.0,MID,Budget guesthouse,14,7,4988.51,reference-derived scenario
7196,Upcountry / Central Highlands,1.08,LOW,Homestay,12,6,5583.22,reference-derived scenario
7197,Cultural Triangle / North Central,1.05,LOW,Homestay,12,6,5529.35,reference-derived scenario
7198,Southern Province,1.2,LOW,Budget hotel / 1-2 star,9,5,9546.97,reference-derived scenario
7199,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,7,4,6824.79,reference-derived scenario
7200,Northern Province,1.0,LOW,Budget hotel / 1-2 star,14,7,9402.25,reference-derived scenario
7201,Western Province,1.18,LOW,Hostel / dorm,16,8,3327.16,reference-derived scenario
7202,North Western Province,1.03,LOW,Homestay,2,1,4711.54,reference-derived scenario
7203,North Western Province,1.03,LOW,Homestay,16,8,5186.37,reference-derived scenario
7204,Eastern Province,1.02,LOW,Homestay,10,5,4167.08,reference-derived scenario
7205,Eastern Province,1.02,HIGH,Boutique hotel / villa,17,9,40971.6,reference-derived scenario
7206,Northern Province,1.0,MID,Serviced apartment,4,2,15226.12,reference-derived scenario
7207,Southern Province,1.2,LOW,Homestay,3,2,5896.46,reference-derived scenario
7208,North Western Province,1.03,MID,Serviced apartment,7,4,20887.23,reference-derived scenario
7209,Northern Province,1.0,MID,Homestay,12,6,4687.12,reference-derived scenario
7210,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,14,7,7477.94,reference-derived scenario
7211,Eastern Province,1.02,HIGH,Mid-range villa,19,10,17067.92,reference-derived scenario
7212,Western Province,1.18,LOW,Budget guesthouse,18,9,6055.92,reference-derived scenario
7213,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,11,6,19578.71,reference-derived scenario
7214,Upcountry / Central Highlands,1.08,LOW,Homestay,19,10,4522.27,reference-derived scenario
7215,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,7,4,5959.34,reference-derived scenario
7216,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,8,4,6629.55,reference-derived scenario
7217,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,20,10,5378.3,reference-derived scenario
7218,Western Province,1.18,MID,Hostel / dorm,6,3,2463.74,reference-derived scenario
7219,Uva Province,1.02,MID,Mid-range hotel / 3-star,5,3,16397.46,reference-derived scenario
7220,Southern Province,1.2,LOW,Budget hotel / 1-2 star,6,3,9402.62,reference-derived scenario
7221,Cultural Triangle / North Central,1.05,LOW,Homestay,16,8,5215.6,reference-derived scenario
7222,Western Province,1.18,MID,Mid-range villa,13,7,18931.32,reference-derived scenario
7223,Eastern Province,1.02,MID,Mid-range hotel / 3-star,11,6,17166.79,reference-derived scenario
7224,Western Province,1.18,MID,Mid-range villa,1,1,20737.52,reference-derived scenario
7225,Sabaragamuwa Province,1.0,HIGH,Boutique guesthouse,4,2,24486.24,reference-derived scenario
7226,Cultural Triangle / North Central,1.05,MID,Homestay,2,1,4843.18,reference-derived scenario
7227,Eastern Province,1.02,MID,Mid-range villa,12,6,16900.47,reference-derived scenario
7228,Cultural Triangle / North Central,1.05,MID,Budget hotel / 1-2 star,14,7,7697.09,reference-derived scenario
7229,Cultural Triangle / North Central,1.05,MID,Serviced apartment,18,9,19067.09,reference-derived scenario
7230,Northern Province,1.0,LOW,Budget hotel / 1-2 star,10,5,9543.48,reference-derived scenario
7231,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,1,1,6055.41,reference-derived scenario
7232,Northern Province,1.0,MID,Homestay,8,4,3741.37,reference-derived scenario
7233,Western Province,1.18,MID,Mid-range villa,12,6,23008.92,reference-derived scenario
7234,Southern Province,1.2,MID,Serviced apartment,9,5,25535.99,reference-derived scenario
7235,Sabaragamuwa Province,1.0,MID,Hostel / dorm,20,10,2667.65,reference-derived scenario
7236,Southern Province,1.2,MID,Budget hotel / 1-2 star,17,9,10224.56,reference-derived scenario
7237,Northern Province,1.0,LOW,Homestay,15,8,4901.65,reference-derived scenario
7238,Western Province,1.18,LOW,Budget hotel / 1-2 star,4,2,10536.61,reference-derived scenario
7239,Western Province,1.18,MID,Boutique guesthouse,17,9,23485.37,reference-derived scenario
7240,Western Province,1.18,HIGH,Mid-range hotel / 3-star,5,3,20876.14,reference-derived scenario
7241,Southern Province,1.2,MID,Boutique guesthouse,17,9,31545.08,reference-derived scenario
7242,Eastern Province,1.02,MID,Serviced apartment,13,7,16616.86,reference-derived scenario
7243,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,3,2,6985.17,reference-derived scenario
7244,Uva Province,1.02,MID,Hostel / dorm,17,9,2570.09,reference-derived scenario
7245,Uva Province,1.02,HIGH,Luxury resort,11,6,89561.14,reference-derived scenario
7246,Eastern Province,1.02,LOW,Homestay,12,6,5549.24,reference-derived scenario
7247,Southern Province,1.2,LOW,Budget guesthouse,5,3,7461.4,reference-derived scenario
7248,Sabaragamuwa Province,1.0,MID,Budget guesthouse,3,2,4796.86,reference-derived scenario
7249,Uva Province,1.02,LOW,Budget guesthouse,18,9,5126.7,reference-derived scenario
7250,Northern Province,1.0,LOW,Homestay,17,9,3956.48,reference-derived scenario
7251,Eastern Province,1.02,HIGH,Mid-range villa,20,10,21006.92,reference-derived scenario
7252,Eastern Province,1.02,MID,Budget guesthouse,15,8,5881.08,reference-derived scenario
7253,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,14,7,2294.01,reference-derived scenario
7254,Upcountry / Central Highlands,1.08,HIGH,Boutique hotel / villa,12,6,51276.03,reference-derived scenario
7255,Western Province,1.18,MID,Homestay,4,2,4600.32,reference-derived scenario
7256,Southern Province,1.2,LOW,Budget guesthouse,9,5,7986.46,reference-derived scenario
7257,Southern Province,1.2,HIGH,Private villa,9,5,63717.22,reference-derived scenario
7258,Uva Province,1.02,HIGH,Mid-range villa,12,6,20657.83,reference-derived scenario
7259,Upcountry / Central Highlands,1.08,MID,Mid-range villa,20,10,17614.43,reference-derived scenario
7260,Sabaragamuwa Province,1.0,MID,Budget guesthouse,3,2,5818.84,reference-derived scenario
7261,Northern Province,1.0,MID,Boutique guesthouse,5,3,24753.23,reference-derived scenario
7262,Western Province,1.18,LOW,Homestay,20,10,4818.43,reference-derived scenario
7263,Northern Province,1.0,LOW,Budget guesthouse,5,3,6610.25,reference-derived scenario
7264,North Western Province,1.03,LOW,Hostel / dorm,6,3,3019.24,reference-derived scenario
7265,Sabaragamuwa Province,1.0,MID,Mid-range villa,1,1,19985.46,reference-derived scenario
7266,Sabaragamuwa Province,1.0,MID,Mid-range villa,8,4,17861.38,reference-derived scenario
7267,Western Province,1.18,LOW,Budget guesthouse,6,3,5894.97,reference-derived scenario
7268,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,7,4,2863.49,reference-derived scenario
7269,Northern Province,1.0,MID,Serviced apartment,11,6,18760.58,reference-derived scenario
7270,North Western Province,1.03,HIGH,Private villa,8,4,58137.81,reference-derived scenario
7271,Northern Province,1.0,MID,Budget guesthouse,2,1,5483.01,reference-derived scenario
7272,North Western Province,1.03,LOW,Budget guesthouse,13,7,6905.23,reference-derived scenario
7273,Northern Province,1.0,LOW,Budget hotel / 1-2 star,13,7,6789.95,reference-derived scenario
7274,Sabaragamuwa Province,1.0,LOW,Homestay,14,7,3944.23,reference-derived scenario
7275,Southern Province,1.2,MID,Boutique guesthouse,7,4,28919.21,reference-derived scenario
7276,Western Province,1.18,LOW,Homestay,14,7,5012.74,reference-derived scenario
7277,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,2,1,3049.81,reference-derived scenario
7278,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,1,1,5839.81,reference-derived scenario
7279,Western Province,1.18,MID,Mid-range villa,1,1,17433.87,reference-derived scenario
7280,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,5,3,2339.06,reference-derived scenario
7281,Southern Province,1.2,LOW,Hostel / dorm,4,2,3390.47,reference-derived scenario
7282,Southern Province,1.2,LOW,Budget guesthouse,14,7,5712.6,reference-derived scenario
7283,Southern Province,1.2,MID,Hostel / dorm,1,1,2928.54,reference-derived scenario
7284,Eastern Province,1.02,HIGH,Boutique hotel / villa,7,4,39321.11,reference-derived scenario
7285,Southern Province,1.2,LOW,Budget hotel / 1-2 star,20,10,10526.88,reference-derived scenario
7286,Southern Province,1.2,HIGH,Private villa,6,3,86454.99,reference-derived scenario
7287,Sabaragamuwa Province,1.0,HIGH,Serviced apartment,10,5,15857.57,reference-derived scenario
7288,Southern Province,1.2,MID,Homestay,14,7,5511.79,reference-derived scenario
7289,Western Province,1.18,LOW,Homestay,16,8,5964.9,reference-derived scenario
7290,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,17,9,2672.17,reference-derived scenario
7291,Southern Province,1.2,LOW,Budget hotel / 1-2 star,4,2,10009.96,reference-derived scenario
7292,Sabaragamuwa Province,1.0,HIGH,Mid-range hotel / 3-star,19,10,14101.15,reference-derived scenario
7293,Southern Province,1.2,LOW,Budget hotel / 1-2 star,1,1,9460.48,reference-derived scenario
7294,Eastern Province,1.02,LOW,Budget guesthouse,6,3,6163.71,reference-derived scenario
7295,Uva Province,1.02,HIGH,Luxury / 5-star hotel,4,2,57713.08,reference-derived scenario
7296,Sabaragamuwa Province,1.0,MID,Hostel / dorm,15,8,2178.03,reference-derived scenario
7297,Northern Province,1.0,LOW,Budget guesthouse,3,2,5242.7,reference-derived scenario
7298,Sabaragamuwa Province,1.0,MID,Hostel / dorm,14,7,2583.36,reference-derived scenario
7299,Southern Province,1.2,LOW,Budget guesthouse,14,7,7209.96,reference-derived scenario
7300,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,15,8,2316.82,reference-derived scenario
7301,Southern Province,1.2,MID,Homestay,3,2,4896.75,reference-derived scenario
7302,Cultural Triangle / North Central,1.05,MID,Homestay,2,1,4447.33,reference-derived scenario
7303,Western Province,1.18,MID,Budget hotel / 1-2 star,12,6,8472.94,reference-derived scenario
7304,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,3,2,2162.11,reference-derived scenario
7305,Southern Province,1.2,LOW,Homestay,2,1,6091.82,reference-derived scenario
7306,Western Province,1.18,MID,Budget guesthouse,5,3,7729.74,reference-derived scenario
7307,Southern Province,1.2,MID,Hostel / dorm,5,3,3403.36,reference-derived scenario
7308,Upcountry / Central Highlands,1.08,HIGH,Boutique hotel / villa,9,5,47707.11,reference-derived scenario
7309,Southern Province,1.2,LOW,Hostel / dorm,13,7,2489.22,reference-derived scenario
7310,Northern Province,1.0,LOW,Hostel / dorm,15,8,2588.13,reference-derived scenario
7311,Upcountry / Central Highlands,1.08,MID,Mid-range villa,16,8,22342.4,reference-derived scenario
7312,North Western Province,1.03,MID,Budget hotel / 1-2 star,4,2,8756.01,reference-derived scenario
7313,North Western Province,1.03,HIGH,Boutique hotel / villa,8,4,42218.11,reference-derived scenario
7314,Northern Province,1.0,HIGH,Luxury resort,4,2,88295.46,reference-derived scenario
7315,Uva Province,1.02,MID,Budget hotel / 1-2 star,10,5,6913.6,reference-derived scenario
7316,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,20,10,39391.93,reference-derived scenario
7317,Uva Province,1.02,MID,Budget hotel / 1-2 star,15,8,7915.06,reference-derived scenario
7318,Northern Province,1.0,MID,Serviced apartment,9,5,16265.91,reference-derived scenario
7319,North Western Province,1.03,LOW,Homestay,18,9,4357.86,reference-derived scenario
7320,Eastern Province,1.02,LOW,Budget guesthouse,16,8,5398.09,reference-derived scenario
7321,Southern Province,1.2,MID,Homestay,6,3,5954.47,reference-derived scenario
7322,Uva Province,1.02,LOW,Budget hotel / 1-2 star,14,7,9741.63,reference-derived scenario
7323,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,15,8,6017.54,reference-derived scenario
7324,Northern Province,1.0,MID,Serviced apartment,5,3,21176.59,reference-derived scenario
7325,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,15,8,6860.45,reference-derived scenario
7326,Northern Province,1.0,HIGH,Serviced apartment,15,8,18913.14,reference-derived scenario
7327,Western Province,1.18,LOW,Budget hotel / 1-2 star,15,8,11065.88,reference-derived scenario
7328,Uva Province,1.02,HIGH,Serviced apartment,17,9,17975.83,reference-derived scenario
7329,North Western Province,1.03,MID,Budget hotel / 1-2 star,18,9,9386.07,reference-derived scenario
7330,Western Province,1.18,HIGH,Mid-range hotel / 3-star,1,1,16908.8,reference-derived scenario
7331,Cultural Triangle / North Central,1.05,LOW,Budget hotel / 1-2 star,5,3,10038.5,reference-derived scenario
7332,Sabaragamuwa Province,1.0,HIGH,Luxury / 5-star hotel,6,3,69033.24,reference-derived scenario
7333,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,10,5,4934.49,reference-derived scenario
7334,North Western Province,1.03,LOW,Homestay,3,2,4353.86,reference-derived scenario
7335,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,11,6,15731.01,reference-derived scenario
7336,Uva Province,1.02,MID,Homestay,11,6,5400.7,reference-derived scenario
7337,Sabaragamuwa Province,1.0,MID,Homestay,4,2,3876.28,reference-derived scenario
7338,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,6,3,6644.21,reference-derived scenario
7339,North Western Province,1.03,MID,Budget hotel / 1-2 star,17,9,8986.79,reference-derived scenario
7340,Western Province,1.18,HIGH,Mid-range hotel / 3-star,15,8,19167.27,reference-derived scenario
7341,Eastern Province,1.02,HIGH,Serviced apartment,19,10,17762.28,reference-derived scenario
7342,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,19,10,5086.67,reference-derived scenario
7343,Upcountry / Central Highlands,1.08,HIGH,Luxury / 5-star hotel,2,1,73492.44,reference-derived scenario
7344,North Western Province,1.03,MID,Boutique guesthouse,20,10,24199.88,reference-derived scenario
7345,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,13,7,5680.24,reference-derived scenario
7346,Southern Province,1.2,MID,Budget guesthouse,10,5,6623.19,reference-derived scenario
7347,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,18,9,4946.97,reference-derived scenario
7348,Cultural Triangle / North Central,1.05,MID,Budget hotel / 1-2 star,18,9,7289.17,reference-derived scenario
7349,Eastern Province,1.02,MID,Mid-range villa,14,7,20624.47,reference-derived scenario
7350,Upcountry / Central Highlands,1.08,MID,Homestay,6,3,5862.28,reference-derived scenario
7351,Eastern Province,1.02,MID,Budget guesthouse,15,8,4713.33,reference-derived scenario
7352,Cultural Triangle / North Central,1.05,HIGH,Boutique guesthouse,8,4,24278.72,reference-derived scenario
7353,Sabaragamuwa Province,1.0,HIGH,Luxury resort,2,1,85294.38,reference-derived scenario
7354,Eastern Province,1.02,LOW,Homestay,18,9,3778.9,reference-derived scenario
7355,Eastern Province,1.02,LOW,Homestay,8,4,5326.68,reference-derived scenario
7356,North Western Province,1.03,MID,Homestay,8,4,5377.46,reference-derived scenario
7357,Sabaragamuwa Province,1.0,MID,Budget guesthouse,15,8,4537.07,reference-derived scenario
7358,Uva Province,1.02,LOW,Hostel / dorm,10,5,2498.58,reference-derived scenario
7359,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,13,7,9407.46,reference-derived scenario
7360,Eastern Province,1.02,HIGH,Mid-range hotel / 3-star,17,9,13102.78,reference-derived scenario
7361,Uva Province,1.02,LOW,Budget hotel / 1-2 star,5,3,7105.46,reference-derived scenario
7362,Southern Province,1.2,HIGH,Mid-range villa,4,2,24739.58,reference-derived scenario
7363,North Western Province,1.03,LOW,Homestay,4,2,4827.12,reference-derived scenario
7364,Uva Province,1.02,LOW,Budget hotel / 1-2 star,6,3,8520.02,reference-derived scenario
7365,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,2,1,3102.26,reference-derived scenario
7366,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,5,3,2845.36,reference-derived scenario
7367,Sabaragamuwa Province,1.0,HIGH,Mid-range villa,6,3,15072.03,reference-derived scenario
7368,Cultural Triangle / North Central,1.05,LOW,Homestay,15,8,4160.79,reference-derived scenario
7369,Southern Province,1.2,MID,Hostel / dorm,16,8,2825.02,reference-derived scenario
7370,Eastern Province,1.02,MID,Budget hotel / 1-2 star,8,4,9446.49,reference-derived scenario
7371,Cultural Triangle / North Central,1.05,LOW,Homestay,13,7,3923.69,reference-derived scenario
7372,Western Province,1.18,MID,Mid-range hotel / 3-star,16,8,18219.9,reference-derived scenario
7373,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,11,6,2833.45,reference-derived scenario
7374,Upcountry / Central Highlands,1.08,MID,Homestay,3,2,4442.56,reference-derived scenario
7375,Eastern Province,1.02,MID,Mid-range villa,18,9,18019.66,reference-derived scenario
7376,Uva Province,1.02,LOW,Hostel / dorm,4,2,2354.28,reference-derived scenario
7377,Northern Province,1.0,MID,Homestay,7,4,4504.69,reference-derived scenario
7378,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,2,1,2920.62,reference-derived scenario
7379,Upcountry / Central Highlands,1.08,MID,Mid-range villa,15,8,22856.01,reference-derived scenario
7380,Southern Province,1.2,MID,Mid-range hotel / 3-star,19,10,17760.78,reference-derived scenario
7381,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,8,4,28967.23,reference-derived scenario
7382,Western Province,1.18,LOW,Budget hotel / 1-2 star,8,4,10191.61,reference-derived scenario
